area,link,location,name,number_of_bathrooms,number_of_bedrooms,price_per_metter
70,https://meeyland.com//nha-ngo-gia-tu-q10-70m2-gia-2-5-ty-dang-cho-thue-18tr-thang-kinh-doanh-tot-so-rieng-1700470997084,"Quận 10, Hồ Chí Minh","Nhà Ngô Gia Tự Q10. 70m2 giá 2,5 tỷ, ĐANG CHO THUÊ 18tr/tháng, kinh doanh tốt. sổ riêng",4,4,"35,71 Tr/m²"
52,https://meeyland.com//ban-nha-my-dinh-9-phong-khep-kin-2-thoang-1700470972183,"Nam Từ Liêm, Hà Nội","Bán nhà Mỹ Đình, 9 phòng khép kín, 2 thoáng",,,"107,69 Tr/m²"
40,https://meeyland.com//ban-nha-rieng-tu-hoang-quan-nam-tu-liem-ha-noi-1700470854127,"Nam Từ Liêm, Hà Nội","Bán nhà riêng Tu Hoàng, Quận Nam Từ Liêm - Hà Nội",,,165 Tr/m²
58,https://meeyland.com//ban-nha-khuong-dinh-58m-x-5-tang-mt-4-5m-chi-6-1-ty-nha-dep-o-luon-1700470377352,"Thanh Xuân, Hà Nội","Bán nhà Khương Đình 58m x 5 tầng, mt: 4.5m chỉ 6,1 tỷ, nhà đẹp ở luôn",4,4,"105,17 Tr/m²"
147,https://meeyland.com//ban-nha-147m2-mt-le-huu-trac-hd-thue-15-tr-th-gan-cho-an-hai-dong-son-tra-9-5-ty-1700470952703,"Sơn Trà, Đà Nẵng","Bán nhà 147m2 Mt Lê Hữu Trác, HĐ thuê 15 tr/th gần chợ An Hải Đông, Sơn Trà 9.5 tỷ",3,4,"64,63 Tr/m²"
100,https://meeyland.com//ban-nha-hem-xe-hoi-mat-tien-lon-dien-tich-lon-6x18-100m2-tt-nha-be-chi-nhinh-4t-1700470218298,"Nhà Bè, Hồ Chí Minh","Bán nhà Hẻm xe hơi mặt tiền lớn, diện tích lớn 6x18 100m2 TT.Nhà Bè Chỉ nhỉnh 4T",2,2,"44,5 Tr/m²"
30,https://meeyland.com//ban-nha-30m2-duong-so-8-quan-binh-tan-gia-chi-hon-2-ty-1700470250548,"Bình Tân, Hồ Chí Minh","Bán nhà 30m2 đường số 8, quận Bình Tân giá chỉ hơn 2 tỷ",2,2,"89,67 Tr/m²"
48,https://meeyland.com//ban-nha-370-khuong-dinh-48m-x-4-tang-mt-4m-chi-6-5-ty-o-to-do-cua-1700470185014,"Thanh Xuân, Hà Nội","Bán nhà 370 Khương Đình 48m x 4 tầng, mt: 4m chỉ 6,5 tỷ, ô tô đỗ cửa",4,4,"135,42 Tr/m²"
28,https://meeyland.com//ban-nha-ton-duc-thang-28m-trung-tam-dong-da-ngo-thong-o-to-do-gan-chi-2-7-ty-1700470151525,"Đống Đa, Hà Nội","Bán nhà Tôn Đức Thắng 28m, trung tâm Đống Đa, ngõ thông, ô tô đỗ gần. Chỉ 2,7 tỷ",3,2,"96,43 Tr/m²"
100,https://meeyland.com//ban-nha-2-lau-tam-huyet-tang-toan-bo-noi-that-chat-luong-kdc-long-hung-bien-hoa-dong-nai-1679309019319,"Biên Hòa, Đồng Nai","Bán nhà 2 lầu tâm huyết, tặng toàn bộ nội thất chất lượng, khu dân cư Long Hưng, Biên Hoà, Đồng Nai",3,4,50 Tr/m²
226,https://meeyland.com//ban-nhanh-mat-tien-bui-van-hoa-p-long-binh-bien-hoa-dong-nai-1697871859188,"Biên Hòa, Đồng Nai","Bán nhanh mặt tiền Bùi Văn Hoà, phường Long Bình, Biên Hoà, Đồng Nai",4,5,"39,82 Tr/m²"
45,https://meeyland.com//he-m-o-to-ta-i-to-hie-n-tha-nh-qua-n-10-45m2-4-ta-ng-0931399266-1700469913197,"Quận 10, Hồ Chí Minh","Hẻm ô tô tải, Tô Hiến Thành, Quận 10, 45m2, 4 tầng 0931399266",2,3,"188,89 Tr/m²"
70,https://meeyland.com//nha-to-hien-thanh-q10-70m2-gia-3-ty-dang-cho-thue-18tr-thang-kinh-doanh-tot-so-rieng-1700469809236,"Quận 10, Hồ Chí Minh","nhà tô hiến thành Q10. 70m2 giá 3 tỷ, ĐANG CHO THUÊ 18tr/tháng, kinh doanh tốt. sổ riêng",4,3,"42,86 Tr/m²"
39,https://meeyland.com//vao-o-ngay-ban-nha-5-tang-cuc-dep-duong-3-2-39m2-4x9-8m-chi-6-1-ty-tl-1700469719282,"Quận 10, Hồ Chí Minh","VÀO Ở NGAY! Bán Nhà 5 Tầng Cực Đẹp Đường 3/2, 39m2 (4x9.8m), Chỉ 6.1 Tỷ TL",,,"156,41 Tr/m²"
98,https://meeyland.com//ban-nha-duong-lam-van-quan-ha-dong-98m2x4t-mt-4-3m-o-to-kinh-doanh-1700469623617,"Hà Đông, Hà Nội","Bán nhà Dương Lâm, Văn Quán, Hà Đông 98m2x4T MT 4,3m Ô TÔ, Kinh Doanh",4,6,"134,69 Tr/m²"
65,https://meeyland.com//ban-nha-dep-mt-truong-dinh-10m5-vi-tri-dep-kd-gan-bien-man-thai-son-tra-5-2-ty-1700469535324,"Sơn Trà, Đà Nẵng","Bán nhà đẹp Mt Trương Định, (10m5) vị trí đẹp KD, gần biển Mân Thái, Sơn Trà 5.2 tỷ",3,2,80 Tr/m²
85,https://meeyland.com//ban-dat-tang-nha-cap-4-mat-ngo-158-pho-nguyen-son-1700469545967,"Long Biên, Hà Nội",Bán đất tặng nhà cấp 4 mặt ngõ 158 phố Nguyễn Sơn,,,
30,https://meeyland.com//nha-3-tang-1-43-ty-gan-ben-xe-yen-nghia-ha-dong-1665556488836,"Hà Đông, Hà Nội","NHÀ 3 TẦNG, GIÁ 1,4 TỶ GẦN BẾN XE YÊN NGHĨA, HÀ ĐÔNG",2,3,"46,67 Tr/m²"
40,https://meeyland.com//nha-phan-lo-ngo-6-pho-ao-sen-ha-dong-40m-4-tang-oto-do-cua-kinh-doanh-tot-1693224474430,"Hà Đông, Hà Nội","NHÀ PHÂN LÔ, NGÕ 6 PHỐ AO SEN, HÀ ĐÔNG, 40M2, 4 TẦNG, Ô TÔ ĐỖ CỬA, KINH DOANH TỐT",4,4,200 Tr/m²
40,https://meeyland.com//nha-3-tang-tttp-1700464794898,"Hải Châu, Đà Nẵng",Nhà 3 tầng TTTP,2,2,"73,75 Tr/m²"
55,https://meeyland.com//giam-soc-1-ty-ban-nha-nguyen-van-cu-long-bien-55m-7-tang-thang-may-gara-full-noi-that-1700200061534,"Long Biên, Hà Nội","Giảm sốc 1 tỷ bán nhà Nguyễn Văn Cừ, Long Biên, 55m2, 7 tầng, thang máy, gara, full nội thất",4,4,"236,36 Tr/m²"
76,https://meeyland.com//giam-1-ty-ban-nha-nguyen-son-long-bien-76m2-5-tang-gara-thang-may-full-noi-that-chi-10-ty-1697721019355,"Long Biên, Hà Nội","Giảm 1 tỷ bán nhà Nguyễn Sơn, Long Biên, 76m2, 5 tầng, gara, thang máy, full nội thất, chỉ 10 tỷ",4,4,"131,58 Tr/m²"
180,https://meeyland.com//ban-nha-cuc-pham-tu-dinh-long-bien-180m-mt-6-2m-kinh-doanh-gara-o-to-tranh-dau-tu-hon-16-5-ty-1700044713037,"Long Biên, Hà Nội","Bán nhà Tư Đình, Long Biên 180m2, mặt tiền 6,2m, kinh doanh, gara, ô tô tránh, đầu tư, hơn 16,5 tỷ",4,4,"91,67 Tr/m²"
43,https://meeyland.com//ban-gap-nha-nguyen-van-cu-long-bien-43m-5-tang-gara-kinh-doanh-o-to-tranh-gia-7-ty-1699947146219,"Long Biên, Hà Nội","Bán gấp nhà Nguyễn Văn Cừ, Long Biên 43m2, 5 tầng, gara, kinh doanh, ô tô tránh, giá 7 tỷ",4,3,"162,79 Tr/m²"
45,https://meeyland.com//ban-nha-nguyen-van-cu-long-bien-45m-5-tang-gan-o-to-gan-cong-vien-gia-hon-5-ty-1699932884209,"Long Biên, Hà Nội","Bán nhà Nguyễn Văn Cừ, Long Biên, 45m2, 5 tầng, gần ô tô, gần công viên, giá hơn 5 tỷ",4,3,"111,11 Tr/m²"
70,https://meeyland.com//nha-dep-gia-thuy-long-bien-70m-5-tang-mt-4-2m-gara-kinh-doanh-phan-lo-o-to-tranh-11-8-ty-1696341487159,"Long Biên, Hà Nội","Nhà đẹp Gia Thụy, Long Biên, 70m2, 5 tầng, mặt tiền 4,2m, gara, kinh doanh, phân lô, ô tô tránh, 11,8 tỷ",4,4,"168,57 Tr/m²"
120,https://meeyland.com//ba-n-nha-hxh-kd-truo-ng-chinh-tay-tha-nh-tan-phu-120m2-ngang-6m-gia-cu-c-re-1700473335327,"Tân Phú, Hồ Chí Minh","Bán nhà HXH KD Trường Chinh, Tây Thạnh, Tân Phú, 120m2, ngang 6m, giá cực rẻ.",2,3,85 Tr/m²
30,https://meeyland.com//nha-hem-xe-tai-trung-tam-binh-tan-gia-chi-3-ty-nhinh-1700473215452,"Bình Tân, Hồ Chí Minh",Nhà hẻm xe tải trung tâm Bình Tân - Giá chỉ 3 tỷ nhỉnh,3,4,"108,33 Tr/m²"
28,https://meeyland.com//ban-nha-nguyen-ngoc-nhut-tan-quy-tan-phu-dt-28m2-x-2-tang-4-x-7-gia-2-5-ty-tl-1700473180527,"Tân Phú, Hồ Chí Minh","Bán nhà Nguyễn Ngọc Nhựt, Tân Quý, Tân Phú. DT: 28m2 x 2 tầng ( 4 x 7 ) Giá: 2.5 tỷ TL",2,2,"89,29 Tr/m²"
58,https://meeyland.com//ban-nha-pho-minh-khai-phan-lo-o-to-tranh-kd-van-phong-dt-58-m2-5-tang-gia-11-ty-1700473178510,"Hai Bà Trưng, Hà Nội","Bán nhà phố minh khai,phân lô,ô tô tránh,kd văn phòng,dt 58 m2 * 5 tầng , giá 11 tỷ.",,,"189,66 Tr/m²"
33,https://meeyland.com//ban-nha-mat-pho-duong-nhan-my-my-dinh-ha-noi-1700472846874,"Nam Từ Liêm, Hà Nội","Bán nhà mặt phố Dường Nhân Mỹ, Mỹ Đình, Hà Nội",,,"156,06 Tr/m²"
189,https://meeyland.com//ban-gap-biet-thu-san-vuon-tam-huyet-phong-cach-chau-au-pha-co-dien-1700472883719,"Bình Thạnh, Hồ Chí Minh",Bán gấp biệt thự sân vườn tâm huyết - phong cách châu âu pha cổ điển,,,"264,55 Tr/m²"
35,https://meeyland.com//ban-nha-rieng-35m2-1700472738585,"Nam Từ Liêm, Hà Nội",Bán nhà riêng 35m2,,,"114,29 Tr/m²"
36,https://meeyland.com//hiem-3-3-ty-nha-2-mat-tien-ngo-o-to-tranh-tai-tay-mo-1700472528875,"Nam Từ Liêm, Hà Nội","Hiếm, 3,3 tỷ, nhà 2 mặt tiền, ngõ ô tô tránh tại Tây Mỗ",,,"91,67 Tr/m²"
96,https://meeyland.com//chinh-chu-ban-can-lien-ke-du-an-khe-ca-la-emera-ha-long-1700472490148,"Hạ Long, Quảng Ninh",Chính chủ bán căn liền kề dự án Khe cá La Emera Hạ Long,,,
70,https://meeyland.com//nha-ly-thai-tong-q10-70m2-gia-2-6-ty-dang-cho-thue-19tr-thang-kinh-doanh-tot-so-rieng-1700472451531,"Quận 10, Hồ Chí Minh","Nhà Lý Thái Tông - Q10. 70m2 giá 2,6 tỷ, ĐANG CHO THUÊ 19tr/tháng, kinh doanh tốt. sổ riêng",4,3,"37,14 Tr/m²"
4.86,https://meeyland.com//ban-nha-rieng-quan-nam-tu-liem-ha-noi-gia-4-86-ty-1700472395547,"Nam Từ Liêm, Hà Nội","Bán nhà riêng Quận Nam Từ Liêm - Hà Nội giá 4,86 tỷ",,,1.000 Tr/m²
30,https://meeyland.com//gap-ban-nha-quang-ttung-go-vap-hem-xe-hoi-ngang-khung-5m-4-tang-nha-moi-full-nt-gia-4-ty-tl-1700465130897,"Gò Vấp, Hồ Chí Minh",Gấp bán nhà Quang Ttung Gò Vấp hẻm xe hơi ngang khủng 5m 4 tầng nhà mới full NT giá 4 tỷ TL,3,3,"133,33 Tr/m²"
47,https://meeyland.com//ban-nha-rieng-tai-phuong-giap-bat-quan-hoang-mai-1700465152621,"Hoàng Mai, Hà Nội","Bán nhà riêng tại phường Giáp Bát, quận Hoàng Mai",,,"138,3 Tr/m²"
33,https://meeyland.com//so-huu-ngay-can-nha-moi-5-tang-de-don-tet-1700465138883,"Cầu Giấy, Hà Nội",Sở hữu ngay căn nhà mới 5 tầng để đón Tết,,,
69,https://meeyland.com//ban-nha-rieng-tai-phuong-hoang-liet-quan-hoang-mai-1700465088818,"Hoàng Mai, Hà Nội","Bán nhà riêng tại phường Hoàng Liệt, quận Hoàng Mai",,,"65,22 Tr/m²"
42,https://meeyland.com//nha-cau-giay-phan-lo-ban-co-o-to-tranh-do-vao-nha-thoai-mai-1700465033110,"Cầu Giấy, Hà Nội","Nhà Cầu Giấy phân lô bàn cờ, ô tô tránh đỗ vào nhà thoải mái",,,
46,https://meeyland.com//ban-gap-phan-lo-canh-dai-hoc-thuong-mai-o-ngay-1700464919868,"Cầu Giấy, Hà Nội","Bán gấp phân lô cạnh Đại học Thương mại, ở ngay",,,
42,https://meeyland.com//ban-nha-24-kim-dong-hoang-mai-42m2-1700464919917,"Hoàng Mai, Hà Nội","Bán nhà 24 Kim Đồng, Hoàng Mai, 42m2",,,150 Tr/m²
89,https://meeyland.com//sau-mot-nha-ra-mat-pho-kinh-doanh-sam-uat-nguyen-an-ninh-truong-dinh-1700464785140,"Hoàng Mai, Hà Nội",Sau một nhà ra mặt phố kinh doanh sầm uất - Nguyễn An Ninh - Trương Định,,,"134,83 Tr/m²"
52,https://meeyland.com//ban-nha-pho-dai-tu-o-to-tranh-52m2-6-ty-1700464672560,"Hoàng Mai, Hà Nội","Bán nhà phố Đại Từ - ô tô tránh, 52m2 - 6 tỷ",4,4,"115,38 Tr/m²"
50,https://meeyland.com//ban-nha-pho-trinh-dinh-cuu-50m2-co-nha-co-so-1700464621734,"Hoàng Mai, Hà Nội","Bán nhà phố Trịnh Đình Cửu, 50m2 có nhà có sổ",,,116 Tr/m²
31,https://meeyland.com//chinh-chu-ban-nha-xay-moi-31m2-1700464550209,"Hoàng Mai, Hà Nội",Chính chủ bán nhà xây mới 31m2,3,4,"106,45 Tr/m²"
45,https://meeyland.com//nha-dep-tran-quoc-hoan-thuoc-khu-phan-lo-can-bo-dan-tri-cao-duong-via-he-o-to-tranh-1700464480386,"Cầu Giấy, Hà Nội","Nhà đẹp Trần Quốc Hoàn thuộc khu phân lô cán bộ, dân trí cao, đường vỉa hè, ô tô tránh",,,
80,https://meeyland.com//ban-nha-ngo-319-tam-trinh-phan-lo-o-to-tranh-1700464503145,"Hoàng Mai, Hà Nội",Bán nhà ngõ 319 Tam Trinh - phân lô - ô tô tránh,,,"137,5 Tr/m²"
30,https://meeyland.com//ban-nha-xay-moi-5-tang-pho-dong-thien-phuong-vinh-hung-1700464448143,"Hoàng Mai, Hà Nội",Bán nhà xây mới 5 tầng phố Đông Thiên Phường Vĩnh Hưng,,,"111,67 Tr/m²"
35,https://meeyland.com//nha-xay-moi-35m2-linh-nam-o-to-thang-may-nhap-khau-1700464378756,"Hoàng Mai, Hà Nội","Nhà xây mới 35m2 Lĩnh Nam, ô tô, thang máy nhập khẩu",3,3,"134,29 Tr/m²"
70,https://meeyland.com//ban-nha-phan-lo-319-tam-trinh-thang-may-o-to-quay-dau-truoc-cua-vao-nha-1700464290701,"Hoàng Mai, Hà Nội","Bán nhà phân lô, 319 Tam Trinh - thang máy, ô tô quay đầu trước cửa, vào nhà",4,4,"151,43 Tr/m²"
50,https://meeyland.com//ban-nha-3-tang-san-cong-truoc-sau-50m-dang-hai-hai-an-gia-2yu370tr-co-tt-1700464254206,"Hải An, Hải Phòng","Bán nhà 3 tầng sân cổng trước sau 50m2 Đằng Hải Hải An giá 2,37 tỷ có thương lượng",3,3,"47,4 Tr/m²"
45,https://meeyland.com//go-vap-can-ban-nha-210m2-2ty2-bui-quang-la-1700464233272,"Gò Vấp, Hồ Chí Minh","Bán nhà Bùi Quang Là diện tích 45m2, giá bán 2,2 tỷ",2,2,"48,89 Tr/m²"
51,https://meeyland.com//ban-nha-duong-vinh-hung-dien-tich-51m-4-tang-o-to-do-cua-ngo-thong-gia-5-1-ty-1700464234166,"Hoàng Mai, Hà Nội","Bán nhà đường Vĩnh Hưng - diện tích 51m² - 4 tầng - ô tô đỗ cửa, ngõ thông giá 5,1 tỷ",3,4,100 Tr/m²
45,https://meeyland.com//nha-xay-moi-linh-nam-45m2-x-5-5-tang-o-to-do-sat-nha-1700464176319,"Hoàng Mai, Hà Nội","Nhà xây mới Lĩnh Nam 45m2 x 5,5 tầng, ô tô đỗ sát nhà",4,6,"110,67 Tr/m²"
50,https://meeyland.com//o-ngay-don-tet-ban-nha-moi-3-tang-le-van-viet-50m2-4x13m-4-9-ty-tl-1700453158241,"Quận 9, Hồ Chí Minh","Ở NGAY ĐÓN TẾT! Bán Nhà Mới 3 Tầng Lê Văn Việt, 50m2 (4x13m), 4.9 Tỷ TL",,,98 Tr/m²
75,https://meeyland.com//ban-nha-ngo-rong-thong-thoang-truoc-nha-thoang-1700453137909,"Thanh Xuân, Hà Nội","Bán nhà ngõ rộng thông thoáng, trước nhà thoáng",,,
50,https://meeyland.com//ngo-nha-ba-gac-phong-veo-veo-o-to-do-30m-ra-pho-khuong-dinh-1700453034732,"Thanh Xuân, Hà Nội","Ngõ nhà ba gác phóng vèo vèo, ô tô đỗ, 30m ra phố Khương Đình",,,100 Tr/m²
55,https://meeyland.com//nha-chu-xay-moi-khach-mua-chuyen-vao-o-luon-1700452930980,"Thanh Xuân, Hà Nội","Nhà chủ xây mới, khách mua chuyển vào ở luôn",,,
42,https://meeyland.com//nha-nam-o-vi-tri-vo-cung-thuan-tien-di-lai-khi-chi-cach-pho-30m-1700452868752,"Thanh Xuân, Hà Nội",Nhà nằm ở vị trí vô cùng thuận tiện đi lại khi chỉ cách phố 30m,,,
40,https://meeyland.com//nha-dan-xay-nen-cuc-ky-chac-chan-be-tong-cot-thep-1700452809088,"Thanh Xuân, Hà Nội","Nhà dân xây nên cực kỳ chắc chắn, bê tông cốt thép",,,"112,5 Tr/m²"
35,https://meeyland.com//vi-tri-nha-10-diem-khi-ngo-ngach-o-to-gan-truong-mam-non-cap-2-cap-3-cho-uy-ban-nhan-dan-1700452663123,"Thanh Xuân, Hà Nội","Vị trí nhà 10 điểm khi ngõ ngách ô tô, gần trường mầm non, cấp 2, cấp 3, chợ, ủy ban nhân dân",,,"171,43 Tr/m²"
40,https://meeyland.com//a3131-5-2-ty-khu-vip-duy-tan-phu-nhuan-nguyen-van-troi-40m2-3pn-1700452600986,"Phú Nhuận, Hồ Chí Minh",A3131- 5.2 TỶ KHU VIP DUY TÂN Phú Nhuận - NGUYỄN VĂN TRỖI 40m2 3PN,3,3,130 Tr/m²
35,https://meeyland.com//trung-tam-van-quan-ban-nha-tran-phu-ha-dong-35m2-x-4-tang-4-pn-hon-3-ty-0968084286-1700452564809,"Hà Đông, Hà Nội","Trung tâm Văn Quán. Bán nhà Trần Phú, Hà Đông. 35m2 x 4 Tầng. 4 PN. Hơn 3 Tỷ. 0968084286",4,4,"85,71 Tr/m²"
72,https://meeyland.com//ban-nha-hoang-dao-thanh-4-tang-mat-tien-6m-1700452524388,"Thanh Xuân, Hà Nội","Bán nhà Hoàng Đạo Thành, 4 tầng, mặt tiền 6m",,,
121,https://meeyland.com//vi-tri-kinh-doanh-truc-duong-22m-phu-hop-kinh-doanh-cafe-1700452432646,"Thanh Xuân, Hà Nội","Vị trí kinh doanh, trục đường 22m, phù hợp kinh doanh cafe",,,
40,https://meeyland.com//dep-long-lanh-nhu-cung-dien-xem-truc-tiep-con-dep-hon-nua-1700452344646,"Thanh Xuân, Hà Nội","Đẹp long lanh, như cung điện, xem trực tiếp còn đẹp hơn nữa",,,
60,https://meeyland.com//ban-gap-trong-tuan-nha-phan-huy-ich-p14-go-vap-60m2-chi-con-6-1-ty-1700452362594,"Gò Vấp, Hồ Chí Minh","Bán gấp trong tuần nhà Phan Huy Ích-p14- Gò Vấp-60m2 chỉ còn 6,1 tỷ.",4,4,"101,67 Tr/m²"
100,https://meeyland.com//phan-lo-o-to-vao-hoac-do-c-a-dt-100m-mat-tien-5-2-m-gia-16-ty-1700452192661,"Hai Bà Trưng, Hà Nội","Phân lô - ô tô vào hoặc đỗ cửa - diện tích 100m2 mặt tiền 5,2m giá 16 tỷ",4,6,160 Tr/m²
47,https://meeyland.com//bo-de-long-bien-47m2-5t-mat-tien-5m-gan-ho-o-to-do-cua-quy-hoach-on-dinh-hon-7-ty-1700452119947,"Long Biên, Hà Nội","Bồ Đề Long Biên 47m2- 5T- mặt tiền 5m,  gần hồ- ô tô đỗ cửa- quy hoạch ổn định hơn 7 tỷ",7,6,"159,57 Tr/m²"
24,https://meeyland.com//nha-moi-o-luon-full-noi-that-loi-dong-da-so-rieng-dtsd-24m2-chi-2-6-ty-1700452112423,"Đống Đa, Hà Nội","Nhà mới ở luôn, full nội thất, lõi Đống Đa, sổ riêng, diện tích sử dụng 24m2, chỉ 2,6 tỷ",3,3,"108,33 Tr/m²"
40,https://meeyland.com//ban-nha-lo-goc-ngo-168-kim-giang-hoang-mai-40m2-3-tang-mt-3-5m-gia-4-4-ty-1700452073268,"Hoàng Mai, Hà Nội","Bán nhà lô góc ngõ 168 Kim Giang, Hoàng Mai, 40m2, 3 tầng, ngang 3,5m, giá 4,4 tỷ",3,3,110 Tr/m²
54,https://meeyland.com//phan-lo-o-to-vao-kinh-doanh-dt-54mx5t-lo-goc-3-mat-thoang-1700451926027,"Hai Bà Trưng, Hà Nội",Phân lô - ô tô vào kinh doanh diện tích 54m2 x 5 tầng lô góc - 3 mặt thoáng,4,5,"203,7 Tr/m²"
119,https://meeyland.com//ban-chdv-14-phong-1tret-4lau-p-long-thanh-my-7m-x-17m-gia-9-5-ty-1700451876951,"Quận 9, Hồ Chí Minh","Bán căn hộ dịch vụ 14 phòng, 1 trệt 4 lầu, phường Long Thạnh Mỹ",15,14,"79,83 Tr/m²"
50,https://meeyland.com//bo-de-long-bien-ha-noi-50m2-5t-mat-tien-5m-gan-ho-quy-hoach-on-dinh-hon-7-ty-1700451602110,"Long Biên, Hà Nội",Bồ Đề Long Biên Hà Nội 50m2- 5T- mặt tiền 5m gần hồ quy hoạch ổn định hơn 7 tỷ,7,6,150 Tr/m²
50,https://meeyland.com//nha-1tret-lung-3lau-duong-dinh-bo-linh-p26-q-binh-thanh-gia-11-8-ty-1700464122164,"Bình Thạnh, Hồ Chí Minh","Nhà 1 trệt + lửng + 3 lầu, đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh",,,236 Tr/m²
45,https://meeyland.com//go-vap-can-ban-nha-45m2-2ty2-bui-quang-la-1700464057311,"Gò Vấp, Hồ Chí Minh","Bán nhà Bùi Quang Là diện tích 45m2, giá bán 2,2 tỷ",4,5,"48,89 Tr/m²"
50,https://meeyland.com//ban-nha-moi-dep-vo-duy-ninh-dien-tich-50m2-chi-nhinh-4-ty-1700464051976,"Bình Thạnh, Hồ Chí Minh","Bán nhà mới đẹp Võ Duy Ninh, diện tích 50m2, chỉ nhỉnh 4 tỷ",2,3,88 Tr/m²
50,https://meeyland.com//ban-nha-rieng-tuong-mai-thiet-ke-4-tang-1700464078719,"Hoàng Mai, Hà Nội",Bán nhà riêng Tương Mai thiết kế 4 tầng,3,4,
54,https://meeyland.com//xoay-von-kinh-doanh-ban-gap-nha-54m2-2ty650-nguyen-oanh-go-vap-1700463675222,"Gò Vấp, Hồ Chí Minh","Bán gấp nhà Nguyễn Oanh diện tích 54m2, giá bán 2,65 tỷ",2,3,"49,07 Tr/m²"
80,https://meeyland.com//ban-nha-phan-lo-tran-dai-nghia-gara-o-to-kinh-doanh-chu-tu-tay-xay-dung-1700463615997,"Hai Bà Trưng, Hà Nội","Bán nhà phân lô Trần Đại Nghĩa, gara ô tô kinh doanh, chủ tự tay xây dựng",3,3,"268,75 Tr/m²"
160,https://meeyland.com//ban-nha-pho-ta-quang-buu-quan-hai-ba-trung-1700463572207,"Hai Bà Trưng, Hà Nội",Bán nhà phố Tạ Quang Bửu - Quận Hai Bà Trưng,,,"198,75 Tr/m²"
46,https://meeyland.com//gap-ban-nha-sieu-hiem-giam-lien-8-9-ty-pho-van-ho-46m2-4-tang-1700463498405,"Hai Bà Trưng, Hà Nội","Gấp bán nhà siêu hiếm giảm liền 8,9 tỷ phố Vân Hồ 46m2 4 tầng",3,4,"193,48 Tr/m²"
40,https://meeyland.com//ban-nha-ngo-129-truong-dinh-quan-hai-ba-trung-1700463443572,"Hai Bà Trưng, Hà Nội",Bán nhà ngõ 129 Trương Định quận Hai Bà Trưng,4,4,90 Tr/m²
71,https://meeyland.com//nha-dep-kim-nguu-2-mat-ngo-71m2-1700463398705,"Hai Bà Trưng, Hà Nội",Nhà đẹp Kim Ngưu 2 mặt ngõ 71m2,,,"70,42 Tr/m²"
37,https://meeyland.com//ban-nha-37m2-xay-moi-5-tang-lo-goc-2-mat-thoang-duong-duong-van-be-hai-ba-trung-1700463330680,"Hai Bà Trưng, Hà Nội","Bán nhà 37m2 xây mới 5 tầng, lô góc 2 mặt thoáng, đường Dương Văn Bé, Hai Bà Trưng",,,159 Tr/m²
37,https://meeyland.com//ban-nha-hoang-van-thai-to-vinh-dien-khu-can-bo-dan-tri-cao-37m2-xay-moi-6-tang-thang-may-gia-so-do-no-hau-1700463453773,"Thanh Xuân, Hà Nội",Bán nhà Hoàng Văn Thái - Tô Vĩnh Diện khu cán bộ dân trí cao 37m2 xây mới 6 tầng thang máy giá - Sổ đỏ nở hậu,3,4,"178,38 Tr/m²"
35,https://meeyland.com//ban-nha-35m2-x-5-tang-thanh-nhan-quynh-loi-hai-ba-trung-ha-noi-1700463244208,"Hai Bà Trưng, Hà Nội","Bán nhà 35m2 x 5 tầng Thanh Nhàn, Quỳnh Lôi, Hai Bà Trưng, Hà Nội",,,140 Tr/m²
56,https://meeyland.com//minh-khai-phan-lo-o-to-do-cua-o-dang-cap-khu-vuc-hiem-nha-ban-o-to-dung-do-truoc-cua-nha-1700463158513,"Hai Bà Trưng, Hà Nội",Minh Khai - phân lô - ô tô đỗ cửa- ở đẳng cấp - khu vực hiếm nhà bán - ô tô dừng đỗ trước cửa nhà,,,"205,36 Tr/m²"
52,https://meeyland.com//can-gap-ban-nha-dep-moi-cach-1-nha-ra-mat-pho-minh-khai-1700463096815,"Hai Bà Trưng, Hà Nội",Cần gấp bán nhà đẹp mới cách 1 nhà ra mặt phố Minh Khai,4,6,"101,73 Tr/m²"
40,https://meeyland.com//ban-gap-nha-dep-pho-kim-nguu-quan-hai-ba-trung-1700463042321,"Hai Bà Trưng, Hà Nội",Bán gấp nhà đẹp phố Kim Ngưu - Quận Hai Bà Trưng,,,"112,25 Tr/m²"
80,https://meeyland.com//nha-btct-80m-duong-so-12-hiep-binh-phuoc-80m-xe-hoi-dau-trong-nha-5-ty-hon-1700462471925,"Thủ Đức, Hồ Chí Minh","Nhà bê tông cốt thép 80m2, đường số 12 Hiệp Bình Phước 80m2 xe hơi đậu trong nhà",3,3,80 Tr/m²
35,https://meeyland.com//ban-nha-pho-tay-mo-nha-dep-o-ngay-35m2-2-95-ty-1672208324179,"Nam Từ Liêm, Hà Nội","Bán nhà phố Tây Mỗ, nhà đẹp, ở ngay, 35m2, 2,95 tỷ",,,"84,29 Tr/m²"
43,https://meeyland.com//ban-nha-ngo-242-tay-mo-gan-vinsmart-city-43m2-3-03-ty-1672203441701,"Nam Từ Liêm, Hà Nội","Bán nhà ngõ 242 Tây Mỗ, gần Vinsmart City, 43m2, 3,03 tỷ",,,"70,47 Tr/m²"
